horizon_years,contribution_interval_days,window_stride_days,window_number,start_date,end_date,final_relative_advantage,mean_relative_advantage,median_relative_advantage,std_relative_advantage,percent_time_btd_better,annual_return_btd,annual_return_dca,annual_alpha
1,60,20601,3,2006-05-31,2007-05-31,0.21205561348352742,0.3680783026703181,0.2530020041824552,0.36399385344653734,0.8306451612903226,0.12026058036495213,0.07828097685966773,0.0419796035052844
1,60,27468,4,2025-03-19,2026-03-19,0.2610006132457656,0.5338459786164564,0.4395291659010887,0.36495896883150875,0.8408163265306122,0.258813331568438,0.16458098945671407,0.09423234211172393
1,90,0,0,1950-01-04,1951-01-04,0.06862747544562353,0.21652864484432982,0.07777702159561906,0.23096286163789892,0.7516556291390728,0.13309580603402815,0.06027995722938728,0.07281584880464087
1,90,6867,1,1968-10-23,1969-10-23,0.3109259543666878,0.4055927678182227,0.40053883303673976,0.3680727371247348,0.7692307692307693,0.14451747587989905,0.09128986840839493,0.053227607471504124
1,90,13734,2,1987-08-12,1988-08-11,0.3196608857551393,0.623112484946546,0.5626311159473283,0.3355131250605871,0.7545787545787546,0.16051611404297406,0.09921516614484305,0.06130094789813101
1,90,20601,3,2006-05-31,2007-05-31,0.31920866948905724,0.5726716495121641,0.5640097555548096,0.32751988138263627,0.75,0.12492318238780498,0.0658678269813997,0.059055355406405274
1,90,27468,4,2025-03-19,2026-03-19,0.3785799668895675,0.7299077036710954,0.6669723069458522,0.36359575482943435,0.7591836734693878,0.2788015152229322,0.15945011345075777,0.1193514017721744
1,120,0,0,1950-01-04,1951-01-04,0.17322568465819166,0.5015858375803207,0.24435194651758763,0.49057425948804395,0.6688741721854304,0.12932708752953603,-0.03752233250158754,0.16684942003112357
1,120,6867,1,1968-10-23,1969-10-23,0.41766631809061705,0.708714793567779,0.5993038980184502,0.4163042496284108,0.68561872909699,0.15032332043429752,0.08184837320793203,0.06847494722636549
1,120,13734,2,1987-08-12,1988-08-11,0.44941752848810834,0.7670638181000912,0.6308266277420733,0.3642619033659617,0.6703296703296703,0.17037440630271217,0.0765772831187328,0.09379712318397937
1,120,20601,3,2006-05-31,2007-05-31,0.4158188478144089,0.5571229939801462,0.6169511749390917,0.40401991559847283,0.6653225806451613,0.12119225782045695,0.05582825952792203,0.06536399829253492
1,120,27468,4,2025-03-19,2026-03-19,0.5261887390242737,0.9564894231735885,0.7413703799676443,0.3192240948453528,0.6693877551020408,0.28912808078037777,0.12612441901201454,0.16300366176836323
2,15,0,0,1950-01-04,1952-01-04,0.051798826016207444,0.07458296204641267,0.053899260704472374,0.0942614874637714,0.9800995024875622,0.2249674975637892,0.20678860735417892,0.018178890209610277
2,15,6775,1,1968-07-23,1970-07-23,0.04205993127080632,0.07551070621601497,0.04403039262640163,0.11757821748386986,0.9788732394366197,0.05009607337352784,0.03933857514005723,0.010757498233470608
2,15,13551,2,1987-02-10,1989-02-09,0.04652732180330532,0.09965072828365185,0.051749190424235314,0.16174128496010642,0.9834862385321101,0.1352070993800667,0.12117534034743671,0.014031759032629987
2,15,20327,3,2005-08-30,2007-08-30,0.049927989248123916,0.08580751840497113,0.049927989248123916,0.14151794826689337,0.9797979797979798,0.01365866772347668,-0.0004944193827667309,0.014153087106243412
2,15,27103,4,2024-03-19,2026-03-19,0.04664350662521222,0.06793954560520446,0.04700498376304851,0.0795654535411221,0.9815950920245399,0.1521730501132561,0.1378683787389101,0.01430467137434599
2,30,0,0,1950-01-04,1952-01-04,0.07890959335642411,0.15003002337287205,0.0940345494578585,0.20172725274274275,0.9585406301824212,0.23221775429381553,0.21074892843457627,0.02146882585923926
2,30,6775,1,1968-07-23,1970-07-23,0.07649114553365388,0.15162915352728398,0.08817856910997146,0.20538475869697548,0.9559859154929577,0.056425335448248015,0.039185479002550316,0.0172398564456977
2,30,13551,2,1987-02-10,1989-02-09,0.0818486223927577,0.1579413098502298,0.08781560685537548,0.21161532307567976,0.9596330275229358,0.13978910114305432,0.11840733263873227,0.021381768504322052
2,30,20327,3,2005-08-30,2007-08-30,0.08780447809398573,0.13246452497942537,0.08973521510468285,0.14324780471010368,0.9616161616161616,0.021035086680784687,-0.0008672774253828397,0.021902364106167527
2,30,27103,4,2024-03-19,2026-03-19,0.08342829557677311,0.15117942429066164,0.09532837598220256,0.19754872344824675,0.9550102249488752,0.16121164756937256,0.13859647155440236,0.022615176014970206
2,45,0,0,1950-01-04,1952-01-04,0.1259869191080425,0.1862998758080938,0.15208977249475164,0.1292019404922744,0.9369817578772802,0.23755994320891416,0.20214099888035642,0.035418944328557744
2,45,6775,1,1968-07-23,1970-07-23,0.10902249940886088,0.15428800392900743,0.120616223776296,0.14136867801217678,0.9330985915492958,0.05918110784244757,0.036712041451296695,0.02246906639115087
2,45,13551,2,1987-02-10,1989-02-09,0.12383867042780738,0.2373960091759118,0.14676661196303797,0.24974529467480622,0.9394495412844037,0.1463706909480984,0.11462610417297303,0.03174458677512537
2,45,20327,3,2005-08-30,2007-08-30,0.1332141459096825,0.23888227783116736,0.15993628252155045,0.24056907099534627,0.9414141414141414,0.02770197357128734,-0.00490147368993088,0.03260344726121822
2,45,27103,4,2024-03-19,2026-03-19,0.1112277814228475,0.1672715359406198,0.12817819860487512,0.1811535565467425,0.9386503067484663,0.16367962820076176,0.13786224199315789,0.025817386207603876
2,60,0,0,1950-01-04,1952-01-04,0.1706673706963262,0.25070434232366506,0.18752166179033392,0.22332189388274448,0.9154228855721394,0.24330607858772346,0.19599901484554882,0.04730706374217464
2,60,6775,1,1968-07-23,1970-07-23,0.14663386678921153,0.22057496628679904,0.16318278086930382,0.18855501408203196,0.9102112676056338,0.0652968756316934,0.035454161478195356,0.02984271415349804
2,60,13551,2,1987-02-10,1989-02-09,0.15898047467135235,0.27693350574400777,0.1846514469450029,0.2696785959063072,0.9155963302752294,0.14459762466247628,0.1065875879757352,0.03801003668674108
2,60,20327,3,2005-08-30,2007-08-30,0.16360448966058994,0.2834344356195131,0.19597110144977203,0.27105936098598865,0.9191919191919192,0.03169263867833805,-0.004553189273364788,0.036245827951702836
2,60,27103,4,2024-03-19,2026-03-19,0.14824799019245072,0.2910449632188974,0.20166797424468252,0.26938615127554394,0.9202453987730062,0.16800806746812502,0.13448927160299573,0.03351879586512929
2,90,0,0,1950-01-04,1952-01-04,0.19273990032374,0.23335300959418415,0.2350363713752206,0.15563126126216056,0.8756218905472637,0.24871740314179602,0.21271529623550345,0.036002106906292575
2,90,6775,1,1968-07-23,1970-07-23,0.20889994356868224,0.3369561454870496,0.23438464655816937,0.3173629867256891,0.8679577464788732,0.06594718147433531,0.028267407194654703,0.03767977427968061
2,90,13551,2,1987-02-10,1989-02-09,0.22002234645625718,0.3389203399223362,0.28081806052047087,0.22473268263091814,0.8788990825688073,0.1526551550562325,0.10682689955625335,0.045828255499979154
2,90,20327,3,2005-08-30,2007-08-30,0.2143968850447988,0.37644728967832214,0.2627332331240768,0.3547539452952516,0.8808080808080808,0.03648930856972066,-0.002416188374820716,0.03890549694454137
2,90,27103,4,2024-03-19,2026-03-19,0.20489202076366908,0.3294221052078103,0.2533256645153339,0.2972845949944963,0.8773006134969326,0.17797373715059428,0.13822363936392823,0.03975009778666605
2,120,0,0,1950-01-04,1952-01-04,0.29389359061886466,0.4481162874290003,0.33651154472542855,0.3195147325785094,0.8341625207296849,0.24241584226767698,0.17971119334425567,0.06270464892342131
2,120,6775,1,1968-07-23,1970-07-23,0.26286020501568896,0.5084919665192187,0.4023399230560314,0.3322945170208981,0.823943661971831,0.0752924391926384,0.03350019800760795,0.04179224118503044
2,120,13551,2,1987-02-10,1989-02-09,0.29971544766441394,0.5501474190714178,0.42379415364076056,0.39297075062841413,0.8348623853211009,0.15473928706767026,0.0939995267352125,0.06073976033245776
2,120,20327,3,2005-08-30,2007-08-30,0.2906814740884798,0.5078138973192874,0.4046341495897725,0.42204032269972036,0.8404040404040404,0.0401455177331802,-0.011121501995167482,0.051267019728347685
2,120,27103,4,2024-03-19,2026-03-19,0.2950199444485131,0.5045478826405648,0.39899255010647905,0.42790178452871824,0.83640081799591,0.18054070547428225,0.12047096942700786,0.06006973604727439
3,15,0,0,1950-01-04,1953-01-04,0.043966741237392304,0.0642688311525033,0.046805774842543224,0.07814902349732057,0.9867109634551495,0.3952267774595808,0.38160073943620887,0.013626038023371922
3,15,6684,1,1968-04-23,1971-04-24,0.03227789861387298,0.06740135437087764,0.0379558057145033,0.12224556688377865,0.9878048780487805,0.0812511650260681,0.07472049521761281,0.006530669808455292
3,15,13368,2,1986-08-11,1989-08-11,0.036280332279732264,0.07115206689242863,0.04111277063949248,0.11886247247114412,0.9887640449438202,0.12576122028807712,0.11752576915544588,0.008235451132631244
3,15,20052,3,2004-11-28,2007-11-29,0.03349965205407912,0.060569358344102875,0.0332003637464362,0.12307503230585096,0.9865047233468286,0.02573953586420963,0.01914196620249009,0.006597569661719538
3,15,26737,4,2023-03-19,2026-03-19,0.03962305266007227,0.06928908666651029,0.040550394795880296,0.12315587280473542,0.9877384196185286,0.1295844074633532,0.12010956151624752,0.009474845947105681
3,30,0,0,1950-01-04,1953-01-04,0.06576412880264226,0.12228494855145249,0.07692722835857246,0.16815936407245274,0.9723145071982281,0.3996941025481273,0.3827438943226822,0.01695020822544513
3,30,6684,1,1968-04-23,1971-04-24,0.05921129578557105,0.12717658064787452,0.07354272160358333,0.17575987154721473,0.9719512195121951,0.08591336405921468,0.07505594233082791,0.010857421728386774
3,30,13368,2,1986-08-11,1989-08-11,0.06634928036316468,0.11800676643960442,0.07442988335076328,0.1337157742868572,0.9750312109862672,0.13080300666560984,0.11700406127339491,0.013798945392214934
3,30,20052,3,2004-11-28,2007-11-29,0.062176101014895124,0.08747749842664795,0.06198123501967334,0.11828809521665762,0.9730094466936572,0.030729338268891793,0.019472713308928746,0.011256624959963046
3,30,26737,4,2023-03-19,2026-03-19,0.0711437999668949,0.11951958506523448,0.0773954093848781,0.156330267372453,0.9727520435967303,0.13571928898218277,0.12017029658349676,0.015548992398686012
3,45,0,0,1950-01-04,1953-01-04,0.10668892010781539,0.15979376840645337,0.1259869191080425,0.11081971196364791,0.9579180509413068,0.4036810006776279,0.375435991628422,0.028245009049205905
3,45,6684,1,1968-04-23,1971-04-24,0.08346287324192603,0.1611601389574679,0.10521071625277112,0.2059052874216668,0.9560975609756097,0.08756637212556106,0.07338811140548662,0.014178260720074443
3,45,13368,2,1986-08-11,1989-08-11,0.09364994109683367,0.16663044414089143,0.11034140776899715,0.17505280737555948,0.9637952559300874,0.13422887378528636,0.11596982371807485,0.018259050067211513
3,45,20052,3,2004-11-28,2007-11-29,0.09511630821272243,0.15215011146233298,0.0984052127984083,0.19660900871309697,0.9622132253711201,0.033581290223211324,0.016473009247998327,0.017108280975212997
3,45,26737,4,2023-03-19,2026-03-19,0.09426643472584639,0.17620411322293675,0.10759232968624288,0.20910196676119497,0.9577656675749319,0.13871224194816367,0.12015382985801026,0.01855841209015341
3,60,0,0,1950-01-04,1953-01-04,0.142862923083249,0.21507065337441172,0.15771012356478353,0.18634716539492865,0.9435215946843853,0.4067533158195338,0.3697195387868437,0.03703377703269006
3,60,6684,1,1968-04-23,1971-04-24,0.10620082729250302,0.2287142492494718,0.14380031057620157,0.2430697688393107,0.9402439024390243,0.09044056225027042,0.07352721049515831,0.016913351755112105
3,60,13368,2,1986-08-11,1989-08-11,0.11977247473114128,0.2258301118928187,0.14355076947970757,0.23286728965589495,0.947565543071161,0.13368797080548367,0.11159331081830492,0.022094659987178744
3,60,20052,3,2004-11-28,2007-11-29,0.10677054583844225,0.18856472613603079,0.11621612961789651,0.23175821320645568,0.9473684210526315,0.03583371414255221,0.01959221802860278,0.016241496113949427
3,60,26737,4,2023-03-19,2026-03-19,0.1335904129001264,0.23400896196350165,0.15508632406602185,0.24178210426830998,0.946866485013624,0.13969281727513927,0.11289890848540618,0.02679390878973309
3,90,0,0,1950-01-04,1953-01-04,0.16039198898655016,0.2119343931606075,0.19273990032374,0.12782971826238756,0.9169435215946844,0.4123533797621548,0.38014582840075883,0.03220755136139597
3,90,6684,1,1968-04-23,1971-04-24,0.1571513624619012,0.3000259958796585,0.20792283315741855,0.29635367527673584,0.9085365853658537,0.09111620411133026,0.06738668553771299,0.02372951857361727
3,90,13368,2,1986-08-11,1989-08-11,0.16350399538996374,0.29895498494675876,0.20029022004006913,0.2573694065300657,0.920099875156055,0.1390293714082298,0.11224899760443696,0.026780373803792834
3,90,20052,3,2004-11-28,2007-11-29,0.15363055038132067,0.23012756367180354,0.1926821340358824,0.17721188264202153,0.9190283400809717,0.039165216818635384,0.01759934826489018,0.021565868553745204
3,90,26737,4,2023-03-19,2026-03-19,0.18587119442585065,0.3005149025349586,0.22646690891369614,0.23302099282684519,0.9168937329700273,0.1468547204149322,0.11277570423606309,0.034079016178869104
3,120,0,0,1950-01-04,1953-01-04,0.24110507194518327,0.3804655284588181,0.29389359061886466,0.2679020937016687,0.8892580287929125,0.40643082592889046,0.35514967368785744,0.05128115224103302
3,120,6684,1,1968-04-23,1971-04-24,0.19807578269848292,0.37881441471824534,0.26692467586753965,0.336505117749693,0.8780487804878049,0.09364663091487091,0.0664993976670134,0.027147233247857505
3,120,13368,2,1986-08-11,1989-08-11,0.20999271430065103,0.3509623076220464,0.2564624159338438,0.282808843553593,0.8926342072409488,0.13841921002766666,0.10653021120842432,0.03188899881924234
3,120,20052,3,2004-11-28,2007-11-29,0.20080174953675933,0.34469377095763243,0.2558958761928465,0.2815847040152987,0.893387314439946,0.04317608855415167,0.016510773810884505,0.026665314743267166
3,120,26737,4,2023-03-19,2026-03-19,0.25732842224556496,0.3555501241801751,0.2954721897571626,0.2399554297743703,0.8896457765667575,0.14844995154995289,0.10205364338299727,0.04639630816695561
4,15,0,0,1950-01-04,1954-01-04,0.043484091594445884,0.05853659777423242,0.04425136470030866,0.0683136468322699,0.9900249376558603,0.22612265782004282,0.2162589390441665,0.009863718775876329
4,15,6593,1,1968-01-23,1972-01-23,0.03148285990667832,0.05726305110323387,0.033912560677749726,0.10911329369258736,0.9888268156424581,0.09813816865584202,0.09245103718970848,0.005687131466133533
4,15,13186,2,1986-02-10,1990-02-10,0.03202658153341753,0.06281034183072645,0.034820915691771814,0.11174996557358245,0.9914040114613181,0.12120233522061619,0.11525268255206211,0.005949652668554073
4,15,19779,3,2004-02-29,2008-02-29,0.03544838179097498,0.05708889882715755,0.03448087002326705,0.11354634955859143,0.9898477157360406,0.00135444274989438,-0.004783716621806877,0.006138159371701257
4,15,26372,4,2022-03-19,2026-03-19,0.033153208596163664,0.04885351881497087,0.03320648570950535,0.09507985500048545,0.9897750511247444,0.12129356370145605,0.1150304752440805,0.006263088457375554
4,30,0,0,1950-01-04,1954-01-04,0.06714664122146807,0.10726790492274225,0.06946448001543959,0.14743514656849957,0.9792186201163757,0.2318453571511372,0.21825688980879376,0.013588467342343424
4,30,6593,1,1968-01-23,1972-01-23,0.056092434263601776,0.09827860788483729,0.06478057884889687,0.11686553633219601,0.9767225325884544,0.10149594506463067,0.09217209647544844,0.009323848589182226
4,30,13186,2,1986-02-10,1990-02-10,0.05919263484693782,0.1145513688470347,0.06730458245976667,0.15343814226343946,0.9808978032473734,0.12501468669044713,0.11468054558440244,0.010334141106044692
4,30,19779,3,2004-02-29,2008-02-29,0.057661154417405935,0.09266580800020252,0.05607095448502841,0.15899627293641047,0.9786802030456853,0.004450626367393795,-0.004415720163588821,0.008866346530982616
4,30,26372,4,2022-03-19,2026-03-19,0.05470876597756913,0.07212034178021821,0.0561444968911855,0.09670275384400381,0.9785276073619632,0.12528589473476148,0.1161206768881835,0.009165217846577978
4,45,0,0,1950-01-04,1954-01-04,0.10668002936697363,0.14499957623294477,0.11126227355816587,0.09880458669297866,0.9684123025768911,0.23542276418439667,0.21381100763514782,0.02161175654924885
4,45,6593,1,1968-01-23,1972-01-23,0.07764882004943341,0.14608412211600466,0.08864805138842824,0.18606422382322535,0.9646182495344506,0.10392799967392019,0.09183214057491029,0.012095859099009898
4,45,13186,2,1986-02-10,1990-02-10,0.0860598776947814,0.15179834856727686,0.1031870095374332,0.17624994530263233,0.9703915950334289,0.12735950926299622,0.11284871686014575,0.01451079240285047
4,45,19779,3,2004-02-29,2008-02-29,0.08576745986952261,0.12811973036584284,0.08642521753724908,0.1551157668931365,0.9675126903553299,0.0065637291869169445,-0.006325303566493967,0.012889032753410912
4,45,26372,4,2022-03-19,2026-03-19,0.07895498536740031,0.13325382839406008,0.09082492326386382,0.18272817572388025,0.9703476482617587,0.12714872585180625,0.11445177628767067,0.012696949564135585
4,60,0,0,1950-01-04,1954-01-04,0.14085638146009138,0.19401701129765758,0.1479765062952345,0.16420228774747736,0.9576059850374065,0.2383113732956046,0.21047077765579236,0.027840595639812227
4,60,6593,1,1968-01-23,1972-01-23,0.10210297287418557,0.19514922788597694,0.12460243051419795,0.2178865563847366,0.9534450651769087,0.10572995048033018,0.09022798994807602,0.015501960532254166
4,60,13186,2,1986-02-10,1990-02-10,0.1064718514996903,0.20343752190709602,0.1293108072048046,0.21687798013703344,0.9617956064947469,0.12754146293669288,0.11064465794658318,0.016896804990109704
4,60,19779,3,2004-02-29,2008-02-29,0.10785939745818118,0.15274413084078872,0.10622842365448304,0.20264728195301893,0.9563451776649746,0.009259822767318848,-0.006176106815575122,0.01543592958289397
4,60,26372,4,2022-03-19,2026-03-19,0.09695899416322451,0.13942459741770968,0.10867942883366366,0.16090183738399996,0.9601226993865031,0.12826533801373685,0.11374119916474168,0.014524138848995172
4,90,0,0,1950-01-04,1954-01-04,0.15634632045224595,0.1941110778431122,0.17270676891703274,0.11374238481744622,0.9376558603491272,0.24321688739953262,0.21718657816850118,0.026030309231031445
4,90,6593,1,1968-01-23,1972-01-23,0.14189818395208587,0.2653559478304988,0.1598111549513086,0.26816086354588503,0.9292364990689013,0.10569158748604601,0.0859220918716388,0.019769495614407218
4,90,13186,2,1986-02-10,1990-02-10,0.15028188376391594,0.2794647430799495,0.18217103114970645,0.26549539348166173,0.9436485195797517,0.13249578301390907,0.11022717902621437,0.0222686039876947
4,90,19779,3,2004-02-29,2008-02-29,0.12979221897204218,0.16011932862188072,0.1414389485700498,0.14408240654387056,0.9380710659898477,0.012237330098493926,-0.003194621530405617,0.015431951628899543
4,90,26372,4,2022-03-19,2026-03-19,0.14149932886663596,0.2375179533858105,0.1698971688280102,0.22400695621774633,0.9386503067484663,0.13217456523097626,0.11201511814322473,0.020159447087751525
4,120,0,0,1950-01-04,1954-01-04,0.23107394143727467,0.336712340857677,0.2511601329398572,0.2397783788492778,0.9168744804655029,0.24158685916292244,0.2025318818604671,0.03905497730245533
4,120,6593,1,1968-01-23,1972-01-23,0.18487351348054992,0.3278831661120291,0.21508876894758044,0.3040057916510595,0.9078212290502793,0.10883754081848562,0.0842442190631667,0.02459332175531892
4,120,13186,2,1986-02-10,1990-02-10,0.2077465494187889,0.40849847190626204,0.2718373518047681,0.30889563411468646,0.9245463228271251,0.13351769604393904,0.10310485303276784,0.030412843011171198
4,120,19779,3,2004-02-29,2008-02-29,0.1821174400826726,0.2129981717629884,0.1871230540409201,0.14693784073791993,0.917766497461929,0.017400481964497727,-0.004569782923224963,0.02197026488772269
4,120,26372,4,2022-03-19,2026-03-19,0.19064622745598925,0.24508278852047685,0.202860418321684,0.20676766435195038,0.918200408997955,0.13218165914379343,0.10570648200835531,0.02647517713543812
5,15,0,0,1950-01-04,1955-01-04,0.041464991241688676,0.054892706128602246,0.043444831718105315,0.06149101255869482,0.9920159680638723,0.1509791727583829,0.143544413730317,0.007434759028065896
5,15,6501,1,1967-10-23,1972-10-22,0.027122288905259806,0.04250436913702208,0.029203923127317344,0.056175574655513975,0.9917043740573153,0.16430220369903492,0.15998986659739023,0.004312337101644692
5,15,13003,2,1985-08-11,1990-08-11,0.029833784866893698,0.042491811285113174,0.02951238327220773,0.05981432416883896,0.9922420480993018,0.04264369710623139,0.038233694702004994,0.0044100024042263986
5,15,19505,3,2003-05-31,2008-05-30,0.034787298195683825,0.05129763834891404,0.03366344219269379,0.08329856244451893,0.9918633034987795,0.022722187126214877,0.0174183585527794,0.005303828573435476
5,15,26007,4,2021-03-19,2026-03-19,0.030893468672706037,0.0453822110397777,0.025912140098184544,0.0844156558485564,0.9918233851185609,0.10560280495426189,0.10070515985485984,0.004897645099402048
5,30,0,0,1950-01-04,1955-01-04,0.06391347325891017,0.09801835391560142,0.06745007356688204,0.1329032648692103,0.9833666001330672,0.15504456892072804,0.1445971425174175,0.010447426403310534
5,30,6501,1,1967-10-23,1972-10-22,0.04923466414014466,0.08205615936824949,0.055647063796557816,0.10483894777094399,0.9698340874811463,0.16743863804192638,0.16009051300085453,0.007348125041071851
5,30,13003,2,1985-08-11,1990-08-11,0.05376146033390361,0.08340855647331102,0.05552604333490985,0.11699617354173664,0.9844840961986036,0.045414659146098435,0.037939406281094934,0.007475252865003501
5,30,19505,3,2003-05-31,2008-05-30,0.056394238668054486,0.08128030913410512,0.05430361242338688,0.1057482836524511,0.9829129373474369,0.02534964617761526,0.017509308356040698,0.007840337821574561
5,30,26007,4,2021-03-19,2026-03-19,0.05347115040191186,0.07611623946152386,0.05662562595010634,0.08808070732885268,0.9828291087489779,0.10874508644692416,0.10088631445910812,0.007858771987816038
5,45,0,0,1950-01-04,1955-01-04,0.10064871872626768,0.13517808308768553,0.10759393219600843,0.09026729959139994,0.9747172322022621,0.15803959357196518,0.14166211086906277,0.0163774827029024
5,45,6501,1,1967-10-23,1972-10-22,0.06434849215771843,0.12453719938999773,0.07391827607799906,0.16686028824027616,0.9728506787330317,0.16863649655034174,0.1598542341653304,0.008782262385011341
5,45,13003,2,1985-08-11,1990-08-11,0.07825159239572366,0.12610704477594412,0.07934644207759955,0.16201298796797847,0.9775019394879751,0.04734616597732488,0.03677751988083555,0.010568646096489331
5,45,19505,3,2003-05-31,2008-05-30,0.08805363254470278,0.12965221238505703,0.09114967536783825,0.14901305080627242,0.9739625711960944,0.02751659869787737,0.015306490276244755,0.012210108421632615
5,45,26007,4,2021-03-19,2026-03-19,0.07433185854912594,0.10889082179042475,0.07877963367679963,0.15470275339932607,0.9754701553556827,0.11044561076565063,0.10005351981621935,0.010392090949431276
5,60,0,0,1950-01-04,1955-01-04,0.13139734583163132,0.1805970423142257,0.14420667952379485,0.14865898305439512,0.9660678642714571,0.16037042148796465,0.13951652708245588,0.020853894405508777
5,60,6501,1,1967-10-23,1972-10-22,0.08691265400083448,0.163229871728162,0.10310830536511117,0.18132761537295633,0.9630467571644042,0.16955164725533822,0.15777228059039738,0.011779366664940838
5,60,13003,2,1985-08-11,1990-08-11,0.09569460992145129,0.14366377837430053,0.10435852410009971,0.1406335082176265,0.9689681923972071,0.048002027461355956,0.03577643718379342,0.012225590277562537
5,60,19505,3,2003-05-31,2008-05-30,0.09505381889638542,0.15824132195917273,0.10170072129504404,0.19240641772295292,0.9658258746948739,0.02965092863372165,0.01775863237817399,0.011892296255547663
5,60,26007,4,2021-03-19,2026-03-19,0.09125126541098405,0.11536588473521439,0.0979486677884096,0.10551884564432079,0.9697465249386754,0.11156004627845828,0.09950046003959012,0.012059586238868159
5,90,0,0,1950-01-04,1955-01-04,0.1470622117913547,0.18290323294576963,0.16172587152004558,0.10360933339872126,0.9500998003992016,0.164466861019412,0.14405406222721062,0.02041279879220137
5,90,6501,1,1967-10-23,1972-10-22,0.12175332685077334,0.23299865136039866,0.14289176687330163,0.23922900196277133,0.9479638009049773,0.1700256195414811,0.1546402041340047,0.0153854154074764
5,90,13003,2,1985-08-11,1990-08-11,0.13342857573281952,0.21904903780606214,0.14842164443241068,0.2068579178752607,0.9534522885958107,0.05223919254096199,0.036251829041259676,0.015987363499702312
5,90,19505,3,2003-05-31,2008-05-30,0.13440023143969215,0.1738468411255377,0.13940089110540477,0.14882581716760251,0.9479251423921887,0.03218936822672713,0.016332225271926015,0.015857142954801118
5,90,26007,4,2021-03-19,2026-03-19,0.13435353519016013,0.19010346912272494,0.1502545503987518,0.16746651496324108,0.9517579721995094,0.11354088898112491,0.09646159356747708,0.017079295413647833
