horizon_years,contribution_interval_days,window_stride_days,window_number,start_date,end_date,final_relative_advantage_theoretical,mean_relative_advantage_theoretical,median_relative_advantage_theoretical,annual_return_btd_theoretical,annual_return_dca,annual_alpha_theoretical,theoretical_win,final_relative_advantage_implementable,mean_relative_advantage_implementable,median_relative_advantage_implementable,annual_return_btd_implementable,annual_alpha_implementable,implementable_win,implementable_minus_theoretical_annual_alpha,implementable_minus_theoretical_annual_return
1,60,13572,2,1987-11-04,1988-11-03,0.24889875543073425,0.3597238870430123,0.2883866304908229,0.057905612419475005,-0.011796887577987691,0.0697024999974627,True,0.16391252534031708,0.21867297873900954,0.0,-0.014131327268028016,-0.002334439690040324,False,-0.07203693968750302,-0.07203693968750302
1,60,20358,3,2006-06-03,2007-06-03,0.2151192919761371,0.32325940845024187,0.2507652671300198,0.15322548101086353,0.10671055507685301,0.04651492593401052,True,0.12118569799937196,0.03968033992859319,-0.03477598255974934,0.06306912088293215,-0.04364143419392086,False,-0.09015636012793138,-0.09015636012793138
1,60,27144,4,2024-12-31,2025-12-31,0.2486338126772938,0.2750361474704657,0.051044632248212984,-0.14162849479396988,-0.19801398888388977,0.056385494089919885,True,0.1818620389565031,0.1729164573157601,-0.004257718025513002,-0.1875612371080324,0.01045275177585736,True,-0.045932742314062525,-0.045932742314062525
1,90,0,0,1950-09-07,1951-09-07,0.30444480525766715,0.4925227202764681,0.4158898840023868,0.0457705793943084,0.0020930338703541995,0.0436775455239542,True,0.24711559392874838,0.19256743078782387,0.06272352148537474,-0.00022090268884644715,-0.0023139365592006467,False,-0.045991482083154844,-0.045991482083154844
1,90,6786,1,1969-04-06,1970-04-06,0.35010973518158983,0.4159072891570262,0.18461386215217113,0.024323970415846885,-0.05187984372183929,0.07620381413768618,True,0.25108389501086514,0.28914415518284786,0.0,-0.0510548890790794,0.0008249546427598897,True,-0.07537885949492629,-0.07537885949492629
1,90,13572,2,1987-11-04,1988-11-03,0.3332072278283369,0.3015862876583125,0.10086896084954877,0.06437613451714941,-0.0020970370241504277,0.06647317154129984,True,0.26176649056159307,0.40526714193111374,0.3305383313128367,0.007302879691516884,0.009399916715667311,True,-0.057073254825632525,-0.057073254825632525
1,90,20358,3,2006-06-03,2007-06-03,0.31532061760987684,0.5917927192164564,0.5611495926654109,0.14847730326267028,0.09078804050564782,0.057689262757022464,True,0.23682042797534542,0.3144738973922509,0.30319590551912534,0.07915247123699376,-0.011635569268654056,False,-0.06932483202567652,-0.06932483202567652
1,90,27144,4,2024-12-31,2025-12-31,0.3240874795019728,0.04988600684897001,0.03564094934660034,-0.12649518988670727,-0.17540346206808477,0.0489082721813775,True,0.25766575782059276,0.40366854323170487,0.5243939346969184,-0.17034306192640403,0.005060400141680743,True,-0.043847872039696756,-0.043847872039696756
1,120,0,0,1950-09-07,1951-09-07,0.42163687753547086,0.3384294705954608,0.1416638198096185,0.03717566820226592,-0.027290179621629496,0.06446584782389542,True,0.37766572977281165,0.4235498354193361,0.5968813891510114,0.005074254916593857,0.03236443453822335,True,-0.032101413285672065,-0.032101413285672065
1,120,6786,1,1969-04-06,1970-04-06,0.49667768538850177,0.6269172231629422,0.2518557935655734,0.03926331157490637,-0.0745271243042569,0.11379043587916327,True,0.36459140633238185,0.7144409161332614,0.5557294785635358,-0.05275537388991791,0.021771750414338986,True,-0.09201868546482428,-0.09201868546482428
1,120,13572,2,1987-11-04,1988-11-03,0.41415533237581736,0.5835206628464036,0.587546312180967,0.06172767029594173,0.0010073153461809259,0.0607203549497608,True,0.32744499483025846,0.3160255990721896,-0.005171153179501342,-0.003416408269427129,-0.004423723615608055,False,-0.06514407856536886,-0.06514407856536886
1,120,20358,3,2006-06-03,2007-06-03,0.45383633907863064,0.4151763738535918,0.11245430334823325,0.141460084332393,0.045782957089037346,0.09567712724335564,True,0.36067684549689427,0.49665179539139065,0.5219643366803399,0.06748458016060255,0.0217016230715652,True,-0.07397550417179044,-0.07397550417179044
1,120,27144,4,2024-12-31,2025-12-31,0.476848440274833,0.22632498562189135,0.11241144486102206,-0.096447354203675,-0.18430864249821965,0.08786128829454465,True,0.3401036631838741,0.6521734722202317,0.534153741499751,-0.18016392374257073,0.004144718755648924,True,-0.08371656953889572,-0.08371656953889572
2,15,0,0,1950-09-07,1952-09-06,0.04538653987079466,0.06967079170505353,0.024409737878009374,-0.06299693512266402,-0.0740887489255938,0.011091813802929784,True,0.02317332271014494,0.0007650661950310358,0.0,-0.0730259699610637,0.001062778964530109,True,-0.010029034838399675,-0.010029034838399675
2,15,6694,1,1969-01-04,1971-01-04,0.04309579236785588,0.06988550547609215,0.03015113592605978,0.17411713872052692,0.16147713492125337,0.012640003799273547,True,0.0143505574898537,0.0027044984336511107,-0.001146348266915398,0.1577706312029512,-0.0037065037183021676,False,-0.016346507517575715,-0.016346507517575715
2,15,13389,2,1987-05-05,1989-05-04,0.04969985854881176,0.08017598048083383,0.031219425098842235,-0.022352900626548267,-0.035898362035754916,0.01354546140920665,True,0.020641549934204972,0.00023804007930466593,-0.0023705793393873353,-0.03598899094213237,-9.062890637745458e-05,False,-0.013636090315584104,-0.013636090315584104
2,15,20084,3,2005-09-02,2007-09-02,0.04253459205391219,0.04731513624863914,0.020155907980923926,0.004442999616874221,-0.006102050916998669,0.01054505053387289,True,0.020019784540104446,0.0022460235229088774,-9.368652867935978e-05,-0.006499531262086022,-0.0003974803450873532,False,-0.010942530878960244,-0.010942530878960244
2,15,26779,4,2024-01-01,2025-12-31,0.05133114075540335,0.07448585212812807,0.02967380314797463,-0.1202202794954138,-0.13308358627767058,0.012863306782256778,True,0.028720997495618183,0.004229741743302338,0.0005266684669464894,-0.12973853917989486,0.003345047097775722,True,-0.009518259684481056,-0.009518259684481056
2,30,0,0,1950-09-07,1952-09-06,0.081739646221336,0.12202995792972617,0.046907331979898936,-0.05460868431327126,-0.07232094283327306,0.0177122585200018,True,0.04370918323429507,0.030576032121537026,-0.0012671446503262906,-0.071410012905323,0.0009109299279500549,True,-0.016801328592051745,-0.016801328592051745
2,30,6694,1,1969-01-04,1971-01-04,0.07986627309407113,0.11247264023132432,0.08638584158515217,0.17853331562416064,0.15742911379814695,0.02110420182601369,True,0.028547263898530018,0.04502882026970547,-0.0033894533775510327,0.1500922953348669,-0.007336818463280048,False,-0.02844102028929374,-0.02844102028929374
2,30,13389,2,1987-05-05,1989-05-04,0.08432243689067986,0.13887564301302055,0.07214050495994129,-0.014573304016211375,-0.034163718171735136,0.01959041415552376,True,0.04206068893354553,0.010062501171881443,-0.002184392863904372,-0.03398094104612337,0.00018277712561176607,True,-0.019407637029911995,-0.019407637029911995
2,30,20084,3,2005-09-02,2007-09-02,0.07201829539309323,0.08713634739785552,0.030493924909499093,0.0096661632846049,-0.004778683198596978,0.014444846483201879,True,0.045214082546154444,0.012698702169854,0.0004180330725107595,-0.0030796813811256873,0.0016990018174712906,True,-0.012745844665730588,-0.012745844665730588
2,30,26779,4,2024-01-01,2025-12-31,0.09252485169597158,0.10196809787819579,0.04937324876276816,-0.1110237902486173,-0.13197592629775134,0.02095213604913404,True,0.052960728532458035,0.028806603308858796,0.0032212357238603495,-0.127279701228596,0.004696225069155346,True,-0.016255910979978694,-0.016255910979978694
2,45,0,0,1950-09-07,1952-09-06,0.112210093377898,0.16733061295170704,0.040685191474999716,-0.05036578244284229,-0.07187391583522595,0.021508133392383666,True,0.07046715974916462,0.0452700399456288,0.004515505862154212,-0.06839347647620464,0.0034804393590213145,True,-0.01802769403336235,-0.01802769403336235
2,45,6694,1,1969-01-04,1971-01-04,0.10309938823620812,0.12194015233188936,0.10880850917829332,0.1811338713622419,0.15911975694395442,0.02201411441828749,True,0.04156515652150583,0.030374218013439366,-0.010106189584724534,0.14760444320202692,-0.011515313741927491,False,-0.03352942816021498,-0.03352942816021498
2,45,13389,2,1987-05-05,1989-05-04,0.11527842550504674,0.16161656409898473,0.07788796520718821,-0.01101969585072582,-0.03472012663148172,0.0237004307807559,True,0.0643575282570843,0.04319888839386871,0.0,-0.033876136157288794,0.0008439904741929238,True,-0.022856440306562975,-0.022856440306562975
2,45,20084,3,2005-09-02,2007-09-02,0.09474244187669356,0.09328807475775881,0.0311355209892461,0.014856737961836286,-0.000251091091789557,0.015107829053625843,True,0.06497920272375524,0.10711155708833206,0.005407326347613095,0.0009186254568920305,0.0011697165486815875,True,-0.013938112504944256,-0.013938112504944256
2,45,26779,4,2024-01-01,2025-12-31,0.12427145117884364,0.13697332172031687,0.0740420459567308,-0.10546580989738252,-0.13040423190052552,0.024938422003143,True,0.06947160442887967,0.0894280680824114,0.00303725843275382,-0.12755401174595427,0.002850220154571259,True,-0.022088201848571742,-0.022088201848571742
2,60,0,0,1950-09-07,1952-09-06,0.14196972976610334,0.19764708337286732,0.05688846675670045,-0.04470955896073958,-0.06960870757478044,0.024899148614040856,True,0.08725696432581165,0.07455746592676145,0.0138951067912918,-0.0679219118521498,0.0016867957226306407,True,-0.023212352891410215,-0.023212352891410215
2,60,6694,1,1969-01-04,1971-01-04,0.13565131838300348,0.18397198879459573,0.14574279363473486,0.1818326547320528,0.1541954667365073,0.027637187995545487,True,0.06290612281577634,0.10521690015333242,0.00016932416727621913,0.14322462466983787,-0.010970842066669428,False,-0.038608030062214915,-0.038608030062214915
2,60,13389,2,1987-05-05,1989-05-04,0.1495657740506131,0.19362132119135514,0.14935619930449118,-0.005744894203912554,-0.034831488766795204,0.02908659456288265,True,0.09148388337300006,0.082366521776708,0.008261201985645172,-0.031205041965941427,0.0036264468008537776,True,-0.025460147762028873,-0.025460147762028873
2,60,20084,3,2005-09-02,2007-09-02,0.13268811770859323,0.11616538043284724,0.039975544529387896,0.0182160364367423,-0.00429063476503122,0.02250667120177352,True,0.0907837495985222,0.09247370565814768,0.01040609106914192,-0.0008608438142398978,0.0034297909507913227,True,-0.019076880250982198,-0.019076880250982198
2,60,26779,4,2024-01-01,2025-12-31,0.1632581542778564,0.22047874157666295,0.08674357924867748,-0.09954971449671712,-0.13105527033178832,0.0315055558350712,True,0.09731575289651806,0.0966668616992108,0.028131387487617454,-0.1254617388452961,0.00559353148649222,True,-0.025912024348578977,-0.025912024348578977
2,90,0,0,1950-09-07,1952-09-06,0.20543436344312394,0.2852119638863892,0.06902488594059797,-0.036834276727181425,-0.069589418291365,0.032755141564183576,True,0.12816533983359601,0.16949578920607658,0.1579142312057733,-0.0682787263746868,0.0013106919166782083,True,-0.03144444964750537,-0.03144444964750537
2,90,6694,1,1969-01-04,1971-01-04,0.18741566274010601,0.32450163493449646,0.23152798434264077,0.18652981754682485,0.15481726005421792,0.03171255749260693,True,0.07843653212807311,0.045959428493099044,-0.02452362680197584,0.13058385537237815,-0.024233404681839765,False,-0.055945962174446695,-0.055945962174446695
2,90,13389,2,1987-05-05,1989-05-04,0.2102843410726638,0.33391687745849374,0.2155470888155535,0.0006732626420065113,-0.03525178919824912,0.03592505184025563,True,0.12658198937198062,0.20810670617402494,0.1452987632883862,-0.03457324226387959,0.0006785469343695283,True,-0.0352465049058861,-0.0352465049058861
2,90,20084,3,2005-09-02,2007-09-02,0.17813980250218564,0.26167025846256553,0.22801813750133837,0.02194767728451641,-0.0014447688869014819,0.02339244617141789,True,0.12827243126239152,0.25438578735493006,0.194505287174783,1.1476464920612273e-05,0.0014562453518220941,True,-0.021936200819595797,-0.021936200819595797
2,90,26779,4,2024-01-01,2025-12-31,0.22101141204450037,0.2890782324654436,0.12190095041039029,-0.09176995526141718,-0.12823368548754577,0.03646373022612859,True,0.14583574589930115,0.20519332775093552,0.15353254405315542,-0.12019234755742014,0.008041337930125625,True,-0.028422392296002963,-0.028422392296002963
2,120,0,0,1950-09-07,1952-09-06,0.2532918316255275,0.24143181387771917,0.1416638198096185,-0.035085467796000525,-0.06909763002097324,0.03401216222497272,True,0.17222187780326048,0.3126706925335673,0.2953497089175734,-0.06687940494953948,0.002218225071433766,True,-0.031793937153538954,-0.031793937153538954
2,120,6694,1,1969-01-04,1971-01-04,0.25443179437648,0.4178335881734856,0.3336556716508994,0.19324032337928743,0.1505982323178059,0.042642091061481535,True,0.11550847120601837,0.08634579611217723,-0.019068771094643666,0.12500203138840105,-0.025596200929404844,False,-0.06823829199088638,-0.06823829199088638
2,120,13389,2,1987-05-05,1989-05-04,0.2906168238150131,0.3112962887841058,0.1322810428619854,0.005903359850951029,-0.04365195316353154,0.04955531301448257,True,0.18828123840655442,0.31888516317212595,0.2709827325158145,-0.03482751902124459,0.008824434142286952,True,-0.04073087887219562,-0.04073087887219562
2,120,20084,3,2005-09-02,2007-09-02,0.20875144976954596,0.3103532786890681,0.24597475884562003,0.028045697355629784,0.009929097666050435,0.01811659968957935,True,0.12988633354064483,0.2577144845218734,0.2075459987529935,-0.006172566688419923,-0.016101664354470357,False,-0.03421826404404971,-0.03421826404404971
2,120,26779,4,2024-01-01,2025-12-31,0.30946084080811675,0.37064952505122256,0.16169118739057042,-0.07662169054331847,-0.128455367732087,0.05183367718876852,True,0.2031767631697412,0.43133672915090027,0.3000926064893268,-0.11491386264347414,0.013541505088612849,True,-0.038292172100155675,-0.038292172100155675
3,15,0,0,1950-09-07,1953-09-07,0.02375728412744782,0.05645647128286879,0.02366589453584078,-0.038076092018932806,-0.045573492292141804,0.007497400273208998,True,-0.0011049688247161127,0.00027038943368983345,0.0,-0.04592507882854879,-0.0003515865364069892,False,-0.007848986809615988,-0.007848986809615988
3,15,6603,1,1968-10-05,1971-10-06,0.025709974157465787,0.04687756689865066,0.03493134375893603,0.16424600183498317,0.15442046521484465,0.00982553662013852,True,-0.0006458912544253792,0.009706384070565824,-0.0011863247410834887,0.1541714707029287,-0.00024899451191595645,False,-0.010074531132054476,-0.010074531132054476
3,15,13206,2,1986-11-03,1989-11-03,0.04095542879236058,0.055764663277329506,0.031019910403975448,-0.006771427888550785,-0.015515259622282174,0.008743831733731389,True,0.013253473579308395,0.0031315055220883237,-0.0013108766941903882,-0.015659357029151222,-0.00014409740686904815,False,-0.008887929140600437,-0.008887929140600437
3,15,19809,3,2004-12-01,2007-12-02,0.023463135441391225,0.060961357653813934,0.02669940841211127,0.038634580797297646,0.030623417359386007,0.00801116343791164,True,0.0012926804214909993,0.0025089815828296703,0.0013090636943806633,0.031068025273332633,0.00044460791394662635,True,-0.007566555523965013,-0.007566555523965013
3,15,26413,4,2022-12-31,2025-12-31,0.020957302478853412,0.04896665849783266,0.025274381329437157,-0.08053238546965202,-0.08687736682287428,0.0063449813532222565,True,0.0007925408132289924,0.007412860711944826,0.0035283673257695547,-0.08663581571071033,0.0002415511121639513,True,-0.006103430241058305,-0.006103430241058305
3,30,0,0,1950-09-07,1953-09-07,0.06933615288230666,0.09667671808417495,0.03687165393541236,-0.032719832593328,-0.04541358387139305,0.012693751278065046,True,0.027366472039642487,0.020687302116409,-0.0016208325752140595,-0.04554091025803808,-0.00012732638664503249,False,-0.012821077664710079,-0.012821077664710079
3,30,6603,1,1968-10-05,1971-10-06,0.06098640487779505,0.10150705615120187,0.06707558432246552,0.16797042132460116,0.1556356972088231,0.012334724115778073,True,0.01361536563478083,0.01385517324481552,-0.008718059454951077,0.15029453418543692,-0.005341163023386164,False,-0.017675887139164237,-0.017675887139164237
3,30,13206,2,1986-11-03,1989-11-03,0.07262373011271661,0.10178375221119253,0.05442554176233161,-0.0018605905321810168,-0.015966490963165825,0.014105900430984808,True,0.030459596435590708,0.010529293170220862,-0.001608867074171294,-0.015111537763228933,0.000854953199936892,True,-0.013250947231047916,-0.013250947231047916
3,30,19809,3,2004-12-01,2007-12-02,0.06382602231572854,0.09103063789446747,0.05918964040022079,0.042017825008085596,0.030093633971493894,0.011924191036591703,True,0.03427280717530734,0.030601897280981713,0.005841672370649809,0.03226243461729705,0.0021688006458031595,True,-0.009755390390788543,-0.009755390390788543
3,30,26413,4,2022-12-31,2025-12-31,0.070157759512391,0.09006380626301377,0.044240979907194555,-0.07555479321359249,-0.08794234933382461,0.012387556120232124,True,0.03513234595425896,0.019558737115299665,0.0017979616026739809,-0.08576854256082422,0.0021738067730003863,True,-0.010213749347231738,-0.010213749347231738
3,45,0,0,1950-09-07,1953-09-07,0.09361996804106365,0.134759715175979,0.04452469793953795,-0.029460384982292753,-0.04507560985732317,0.01561522487503042,True,0.04186481308214973,0.033696395531631215,-0.001927711888346506,-0.04501507875659927,6.0531100723904e-05,True,-0.015554693774306516,-0.015554693774306516
3,45,6603,1,1968-10-05,1971-10-06,0.07978742824358331,0.10609149268280046,0.07620097346555044,0.16992572001994244,0.15597062726909727,0.013955092750845166,True,0.017943140869132845,0.033212084624519016,-0.01841957403219696,0.14711347623835436,-0.008857151030742916,False,-0.022812243781588082,-0.022812243781588082
3,45,13206,2,1986-11-03,1989-11-03,0.10433600614588956,0.16907482654758854,0.08428392678790186,0.0015937970186776784,-0.017718268794744807,0.019312065813422485,True,0.047499857229019726,0.041177702710779696,0.0066710286437923205,-0.015888550884121333,0.001829717910623474,True,-0.01748234790279901,-0.01748234790279901
3,45,19809,3,2004-12-01,2007-12-02,0.08493626267750143,0.10785306669740566,0.04826462853019531,0.04587937798534236,0.03176396490041333,0.01411541308492903,True,0.04361576632352193,0.0638093279454018,0.009072447072650425,0.03240811647860209,0.0006441515781887563,True,-0.013471261506740273,-0.013471261506740273
3,45,26413,4,2022-12-31,2025-12-31,0.09574633291694412,0.154303762476212,0.0546151711377072,-0.07183277700258794,-0.08738538210833813,0.015552605105750184,True,0.04533852940926697,0.06223655691136045,0.007289213810550033,-0.08631260670769403,0.0010727754006440993,True,-0.014479829705106084,-0.014479829705106084
3,60,0,0,1950-09-07,1953-09-07,0.11684662402685331,0.16119730762911774,0.05688846675670045,-0.02523119751826608,-0.04339494477045813,0.018163747252192053,True,0.049140880219287864,0.053372373415967,0.0023901213141879207,-0.045336223331321035,-0.0019412785608629024,False,-0.020105025813054955,-0.020105025813054955
3,60,6603,1,1968-10-05,1971-10-06,0.11662814797470511,0.16364351294978977,0.12987351526416435,0.17178787186294486,0.1499884588682323,0.021799412994712553,True,0.04057848578103096,0.08426945260199929,-0.00019392721137756475,0.14451482234542645,-0.005473636522805858,False,-0.02727304951751841,-0.02727304951751841
3,60,13206,2,1986-11-03,1989-11-03,0.12374052694564952,0.20540248819219778,0.13526229071352414,0.004980540680807888,-0.015766664361966276,0.020747205042774164,True,0.07022487060679383,0.05573138703065686,0.006808275868665614,-0.011229283782772215,0.004537380579194061,True,-0.016209824463580103,-0.016209824463580103
3,60,19809,3,2004-12-01,2007-12-02,0.11263871212533516,0.18743248845578134,0.12225821277688143,0.046511326473324344,0.02827050845000345,0.018240818023320893,True,0.08687696793289135,0.15438930211841326,0.10166069150757506,0.03835832243931869,0.010087813989315242,True,-0.008153004034005651,-0.008153004034005651
3,60,26413,4,2022-12-31,2025-12-31,0.12507311050868863,0.186267412712701,0.10101323599646217,-0.0678355139729876,-0.08747542997438185,0.019639916001394253,True,0.059416594428931324,0.034833024299533784,0.002029537349358179,-0.0863623863209213,0.0011130436534605437,True,-0.01852687234793371,-0.01852687234793371
3,90,0,0,1950-09-07,1953-09-07,0.1598388521575027,0.23377883502930222,0.17086956079732518,-0.020475387290003866,-0.04249932029784809,0.02202393300784422,True,0.06694194011009369,0.1144725717379231,0.0712111075092734,-0.0473519387261675,-0.004852618428319411,False,-0.02687655143616363,-0.02687655143616363
3,90,6603,1,1968-10-05,1971-10-06,0.13748349186464037,0.16949870220354232,0.15111201288717058,0.1746995461777694,0.1557249984188942,0.018974547758875193,True,0.03619485481293072,0.03271339539053692,-0.03002769093892821,0.13868599785912483,-0.01703900055976937,False,-0.03601354831864456,-0.03601354831864456
3,90,13206,2,1986-11-03,1989-11-03,0.19469940003347297,0.29478391464806725,0.21208118800263187,0.008718990466310972,-0.023644639215561147,0.03236362968187212,True,0.10831233513160021,0.1938041974960252,0.12938661883763314,-0.016199174614708545,0.007445464600852603,True,-0.024918165081019517,-0.024918165081019517
3,90,19809,3,2004-12-01,2007-12-02,0.1486462502826229,0.18989082345448685,0.1598801905684848,0.0496897907220033,0.029372794079395748,0.020316996642607554,True,0.09828263209645671,0.17886285192495008,0.14143316977003484,0.0340936295767611,0.00472083549736535,True,-0.015596161145242204,-0.015596161145242204
3,90,26413,4,2022-12-31,2025-12-31,0.1726103237167127,0.2637285529032115,0.1877138956892721,-0.06212300805313642,-0.08659438968204869,0.02447138162891227,True,0.09298549236879805,0.08422320193767469,0.018902236349032986,-0.08388535475033898,0.0027090349317097084,True,-0.02176234669720256,-0.02176234669720256
3,120,0,0,1950-09-07,1953-09-07,0.19932869651427887,0.19662308589253183,0.07737907480722317,-0.01795307864450635,-0.04264167875589042,0.024688600111384074,True,0.11210315618093869,0.22909953367573613,0.13973864458120744,-0.04235690571177142,0.00028477304411900217,True,-0.02440382706726507,-0.02440382706726507
3,120,6603,1,1968-10-05,1971-10-06,0.2036029574706424,0.332315594718189,0.24912952411710587,0.17601724998085988,0.1450380641213953,0.030979185859464575,True,0.10681060133685039,0.18930641616662983,0.12131877525947554,0.14355651526442803,-0.0014815488569672741,False,-0.03246073471643185,-0.03246073471643185
3,120,13206,2,1986-11-03,1989-11-03,0.20087166442202897,0.33771373501782165,0.24283763733253805,0.011361751217704219,-0.014486174264279894,0.025847925481984113,True,0.14224510359224718,0.23084245970285347,0.17450563965047783,-0.0053680318396274185,0.009118142424652476,True,-0.016729783057331638,-0.016729783057331638
3,120,19809,3,2004-12-01,2007-12-02,0.1789170854746458,0.2665021745525489,0.2179963513771621,0.05319526006891118,0.032570995059684416,0.02062426500922676,True,0.131360352706116,0.2644557760431479,0.1908343518999398,0.0388159089462381,0.006244913886553682,True,-0.014379351122673079,-0.014379351122673079
3,120,26413,4,2022-12-31,2025-12-31,0.23084505856968351,0.24364441431050557,0.14366114115524953,-0.05569734505191015,-0.0874173388256827,0.03171999377377255,True,0.13684036751006312,0.2286667046194586,0.17769836636839664,-0.08041577445601766,0.0070015643696650365,True,-0.02471842940410751,-0.02471842940410751
4,15,0,0,1950-09-07,1954-09-07,0.03559903893444827,0.05003773117354262,0.0250197144330786,-0.006399797708884103,-0.012522186087988718,0.006122388379104615,True,0.011044383298353555,0.00042008382386719373,-0.0001625306388181036,-0.012342611906191792,0.00017957418179692652,True,-0.005942814197307689,-0.005942814197307689
