horizon_years,contribution_interval_days,window_count,annual_alpha_theoretical_mean,annual_alpha_theoretical_median,final_relative_advantage_theoretical_mean,final_relative_advantage_theoretical_median,theoretical_win_rate,annual_alpha_implementable_mean,annual_alpha_implementable_median,final_relative_advantage_implementable_mean,final_relative_advantage_implementable_median,implementable_win_rate,implementable_minus_theoretical_annual_alpha_mean,implementable_minus_theoretical_annual_alpha_median
7,60,5,0.008087385351081578,0.008312161657953343,0.08132379380622803,0.08401045365779414,1.0,0.00045036122396568956,0.000502275939580521,0.027025236492911685,0.02716866815385033,0.8,-0.007637024127115888,-0.007943606630433697
7,90,5,0.009906821777963338,0.010495395358795179,0.10742039867464256,0.11406472744336993,1.0,0.0007001272729412645,0.0007713612307134188,0.040808943148962974,0.04127572802474733,0.8,-0.009206694505022072,-0.008544553815474476
7,120,5,0.011631176296599044,0.011276325423709599,0.13314244948258097,0.13290570660181467,1.0,0.0014403340374931962,0.0015933063033091166,0.05790855221959412,0.05932500920260897,1.0,-0.010190842259105848,-0.009683019120400482
8,15,5,0.0029280307553627427,0.0028331416863858205,0.028164060709807436,0.02775033054161935,1.0,-9.708829299515109e-05,-7.259945129090006e-05,0.004419325627332693,0.004607322092114341,0.2,-0.003025119048357894,-0.0028890260440013193
8,30,5,0.004444935297438413,0.004304686788475509,0.045612583697830056,0.04553855918835836,1.0,-4.146543241740907e-05,-5.754587910922204e-05,0.010019720949191725,0.009849994090494363,0.2,-0.004486400729855821,-0.004767493835155179
8,45,5,0.005724939377206484,0.0058007877326593515,0.0615491572827652,0.06287962997713081,1.0,0.0002679623114032914,0.0001671337868780487,0.01779811384242267,0.016880876346131224,0.8,-0.005456977065803193,-0.00520638944914209
8,60,5,0.006773398136743891,0.006720039325698091,0.07566730344541997,0.07599899532542054,1.0,0.00042879822484687136,0.0009947940339274375,0.024283481932641092,0.02889044291512688,0.6,-0.00634459991189702,-0.006365292676882683
8,90,5,0.008568715751877898,0.00892342628390086,0.10174691357611301,0.10589721973083299,1.0,0.0008577238099858109,0.0010761506640130092,0.03822694426372877,0.04025430321718315,0.8,-0.007710991941892087,-0.007301040276878057
8,120,5,0.009858019051041556,0.009313692058292133,0.12394485660549943,0.12272106876815614,1.0,0.0018754646936056663,0.0014816159715751454,0.056854441293772415,0.054207579788811966,0.8,-0.00798255435743589,-0.007832076086716988
9,15,5,0.0024586518376714882,0.002418485455096153,0.026172825485788077,0.02606741595315798,1.0,-0.0001230239513281939,-0.00013690581892977782,0.0035196314890470148,0.0034016124520914737,0.2,-0.0025816757889996823,-0.002555391274025931
9,30,5,0.0037618319462030536,0.003748241614104364,0.04255016268709242,0.042323075168569924,1.0,-7.50641899941229e-05,-0.00011430374716359104,0.008527632165046706,0.008200271954039273,0.2,-0.0038368961361971766,-0.003789683150233425
9,45,5,0.004866078109435934,0.004813250555691484,0.057272336203157484,0.05871235274497466,1.0,0.0002844011193748663,0.00021928675992466395,0.016263838978095847,0.0156495341036913,0.8,-0.004581676990061068,-0.004405828208160711
9,60,5,0.005646652437435118,0.005705416668762675,0.06944015234972971,0.06919235608012819,1.0,0.00013252773627223658,0.00016486994720055215,0.01966560393049339,0.019900182734455374,0.8,-0.005514124701162882,-0.005552055254189225
9,90,5,0.007254340908767265,0.007324352415134072,0.09425915670381549,0.09793407666542397,1.0,0.0004686927260227014,0.0005543028848680187,0.03193491649977642,0.03278476237367567,0.6,-0.006785648182744563,-0.00684646096295749
9,120,5,0.008111655421307495,0.008145182670568962,0.11227586466262496,0.11350900426661559,1.0,0.0005702597226928008,0.0006647262380381491,0.0420823376536942,0.0431473019584101,0.8,-0.007541395698614695,-0.00759774990410178
10,15,5,0.0022556379964928652,0.002198273396938122,0.02601921986317395,0.02563434077024529,1.0,-0.00011489127621038265,-0.0001125318218730964,0.0030315589725115276,0.0030096992330523875,0.2,-0.0023705292727032477,-0.00237159045356905
10,30,5,0.0035227779281787885,0.0033998687411105344,0.042807473706483856,0.04254298998667294,1.0,-0.00010126535828312023,-0.0001465345656097572,0.007302561226581572,0.006906197944539727,0.2,-0.003624043286461909,-0.003524088376029466
10,45,5,0.004330771810127576,0.004212190911562663,0.05512936975989877,0.05546996660695824,1.0,0.0001700009623029075,0.00019904164299289206,0.014014252027955499,0.014332117795670563,1.0,-0.004160770847824668,-0.004152110629063177
10,60,5,0.005289293045421051,0.005198472278663324,0.06933473923902826,0.06900607668182701,1.0,4.600433304542406e-05,-4.2394293650049875e-05,0.01713681511310803,0.01623902954024481,0.4,-0.005243288712375627,-0.005240866572313374
10,90,5,0.006387399925427273,0.006562512442451762,0.08950426261452331,0.09365331935256993,1.0,0.0001361943812643762,-1.0199485328543645e-05,0.02639226927611458,0.02490378726068032,0.4,-0.006251205544162896,-0.005757401380468652
10,120,5,0.0076212309823921135,0.007604569850009346,0.11122823791368149,0.11126988731366794,1.0,0.00033306575844402884,7.968956538495497e-05,0.03648738540224539,0.03408864717418947,0.6,-0.007288165223948084,-0.0070107266126628875
12,15,5,0.0019053536185566155,0.0018591817042523662,0.024650501561569626,0.024591855901176407,1.0,-0.00010535420184121236,-0.00015036438137649988,0.0015662889722716233,0.001556888938490486,0.2,-0.002010707820397828,-0.002011909772023257
12,30,5,0.002934561394698676,0.0028363762757477318,0.039518201877737136,0.0397218317150827,1.0,-4.013505468383194e-05,2.8902032589428472e-06,0.005027679463040169,0.006882320896020033,0.6,-0.002974696449382508,-0.0029236772767065045
12,45,5,0.0036729077839829484,0.00355595676197229,0.053257562260776894,0.05181469711239872,1.0,0.00011302029665785084,2.9258044197844058e-05,0.011615344097081027,0.010644565414403617,0.8,-0.0035598874873250972,-0.003532515598088759
12,60,5,0.0044722655877207805,0.0042035877738089145,0.06351952421879536,0.06311414506710755,1.0,0.00011643291011340651,0.0001106707230442705,0.012325133376621712,0.01492701153654008,0.8,-0.004355832677607374,-0.004231094162338467
12,90,5,0.005368748016671976,0.005007776922375529,0.08488664545285873,0.08359552532752712,1.0,0.0004588329221733023,0.00043805471941937846,0.026110357847111087,0.025744627943808718,0.8,-0.004909915094498674,-0.004547456029180941
12,120,5,0.006564675478363169,0.00622101667336028,0.10705479637077189,0.10429438783191425,1.0,0.000780261867243448,0.0007302409344869254,0.03701628803946697,0.036782343387776084,0.6,-0.005784413611119721,-0.005975003215571428
15,15,5,0.001492385881860203,0.0014648283010036955,0.024300022862139593,0.02464127443945552,1.0,-6.789384032526157e-05,-8.336493370730835e-05,0.0017881552574590565,0.0015394273767792566,0.2,-0.0015602797221854648,-0.0015111590905756422
15,30,5,0.0022566662560023153,0.0022768786228914983,0.03840596332070838,0.03833118544648739,1.0,-8.636159146124811e-06,-4.879836912330404e-07,0.0054123971561947926,0.005487161034325672,0.4,-0.0022653024151484402,-0.0021776917399780604
15,45,5,0.003000994361295062,0.0028870795394806414,0.05230864910974784,0.05209981622290605,1.0,-5.771971060664072e-06,-5.4680165904263944e-05,0.008218475395305402,0.007439554570429552,0.4,-0.003006766332355726,-0.002882704761918653
15,60,5,0.003474502314827976,0.003433993658890966,0.062389486024375974,0.0605180735643529,1.0,0.00010242503250865732,0.0002579524746348927,0.012488824181659641,0.014533173319482229,0.6,-0.003372077282319319,-0.0032867062128829616
15,90,5,0.0044111486507788285,0.0041036702075629705,0.08263110021409656,0.08093862200851976,1.0,7.366487570830138e-05,0.0001793375306806677,0.0177251104408489,0.01914296095683854,0.6,-0.004337483775070527,-0.004530486602849715
15,120,5,0.0052584030010738745,0.00526536996598459,0.10184911414742288,0.10406099328123841,1.0,0.0004447870209976834,0.00038166232261627187,0.02877346802334273,0.02799813575129373,0.6,-0.0048136159800761915,-0.004883707643368318
20,15,5,0.0011777139795925873,0.001183043432654074,0.02363154847629727,0.023531476099414306,1.0,-1.6603706174711518e-05,-1.857196516552584e-05,0.0009100669776915371,0.0007497300774996773,0.4,-0.0011943176857672987,-0.0011529126105518372
20,30,5,0.0017651434776574603,0.0017534063438888747,0.03798588534779945,0.03710920631073633,1.0,1.1948518459403701e-05,1.3144999489123066e-05,0.004376757099790751,0.004365668821156632,0.6,-0.0017531949591980567,-0.00179792127322842
20,45,5,0.002174544995594463,0.0022137711127723225,0.04813840451092131,0.04872620793744753,1.0,3.158399470408746e-05,9.821693241152119e-05,0.006779179841550675,0.007983717124558032,0.6,-0.0021429610008903755,-0.002166052256075801
20,60,5,0.002570724776919819,0.002468610183030906,0.058180671122905724,0.05618466168329572,1.0,6.527390459258875e-05,-5.815584982671318e-05,0.009566549392845226,0.007191773995779416,0.4,-0.0025054508723272306,-0.002526766032857619
20,90,5,0.003232900192893817,0.0030742560689465126,0.0757157545503194,0.07285150089058279,1.0,0.00010945205895223076,0.0002112213174072508,0.014452967803962125,0.016268664733428695,0.6,-0.0031234481339415866,-0.0031364175728425536
20,120,5,0.0039022760851581406,0.003806731253047868,0.09406389795675105,0.09584873832243868,1.0,0.00030752744515618604,0.0003402775879071118,0.022684359317711334,0.023050534868843453,0.6,-0.0035947486400019547,-0.003641080929953633
